poll_id,pollster_id,pollster,sponsor_ids,sponsors,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,display_name,mode,state,start_date,end_date,internal,partisan,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,updated_at,notes,url,url_article,url_topline,url_crosstab,politician_id,politician,yes,no,alternate_answers
89522,241,Ipsos,,Reuters,NA,NA,NA,Ipsos,Probability Panel,NA,2025-01-24T00:00:00Z,2025-01-26T00:00:00Z,FALSE,NA,217852,1034,a,NA,a,FALSE,2025-04-28 19:22:44 UTC,2025-04-28 19:22:44 UTC,NA,https://www.reuters.com/world/us/americans-sour-some-trumps-early-moves-reutersipsos-poll-finds-2025-01-28/,https://www.reuters.com/world/us/americans-sour-some-trumps-early-moves-reutersipsos-poll-finds-2025-01-28/,NA,NA,11,Donald Trump,45,46,NA
89525,396,Quinnipiac,,NA,NA,NA,NA,Quinnipiac University,Live Phone,NA,2025-01-23T00:00:00Z,2025-01-27T00:00:00Z,FALSE,NA,217884,1019,rv,NA,rv,FALSE,2025-04-28 19:22:46 UTC,2025-04-28 19:22:46 UTC,NA,https://poll.qu.edu/poll-release?releaseid=3918,https://poll.qu.edu/poll-release?releaseid=3918,NA,https://poll.qu.edu/images/polling/us/us01292025_udik45.pdf,11,Donald Trump,46,43,11
89519,1189,Morning Consult,,NA,NA,NA,NA,Morning Consult,Online Opt-In Panel,NA,2025-01-21T00:00:00Z,2025-01-27T00:00:00Z,FALSE,NA,217821,45000,a,NA,a,TRUE,2025-04-28 19:23:01 UTC,2025-04-28 19:23:01 UTC,NA,https://pro.morningconsult.com/trackers/global-leader-approval,https://pro.morningconsult.com/trackers/global-leader-approval,NA,NA,11,Donald Trump,52.35,37.67,9.98
89530,294,McLaughlin,,NA,NA,NA,NA,McLaughlin & Associates,Online Opt-In Panel,NA,2025-01-22T00:00:00Z,2025-01-27T00:00:00Z,FALSE,NA,217899,1000,lv,NA,lv,FALSE,2025-04-28 19:22:46 UTC,2025-04-28 19:22:46 UTC,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2025/01/National-January-Presentation-RELEASE-01-28-25.pdf,NA,NA,https://mclaughlinonline.com/pols/wp-content/uploads/2025/01/National-January-Presentation-RELEASE-01-28-25.pdf,11,Donald Trump,52,43,5
89528,169,Gallup,,NA,NA,NA,NA,Gallup,Live Phone,NA,2025-01-21T00:00:00Z,2025-01-27T00:00:00Z,FALSE,NA,217897,1001,a,NA,a,FALSE,2025-04-28 19:22:46 UTC,2025-04-28 19:22:46 UTC,NA,https://news.gallup.com/poll/655955/trump-inaugural-approval-rating-historically-low-again.aspx,https://news.gallup.com/poll/655955/trump-inaugural-approval-rating-historically-low-again.aspx,NA,NA,11,Donald Trump,47,48,4
89524,568,YouGov,,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-01-26T00:00:00Z,2025-01-28T00:00:00Z,FALSE,NA,217856,1376,rv,NA,rv,FALSE,2025-04-28 19:22:44 UTC,2025-04-28 19:22:44 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,11,Donald Trump,50,46,4
89524,568,YouGov,,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-01-26T00:00:00Z,2025-01-28T00:00:00Z,FALSE,NA,217855,1577,a,NA,a,FALSE,2025-04-28 19:22:44 UTC,2025-04-28 19:22:44 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_HmzVWgj.pdf,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_HmzVWgj.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,11,Donald Trump,49,43,8
89532,1497,co/efficient,,NA,NA,NA,NA,co/efficient,IVR/Text,NA,2025-01-25T00:00:00Z,2025-01-28T00:00:00Z,FALSE,REP,217957,1570,lv,NA,lv,FALSE,2025-04-28 19:22:50 UTC,2025-04-28 19:22:50 UTC,NA,https://coefficient.org/post-inauguration-study/,https://coefficient.org/post-inauguration-study/,NA,NA,11,Donald Trump,52,47,NA
89529,1102,Emerson,,NA,NA,NA,NA,Emerson College,IVR/Online Opt-In Panel/Text-to-Web,NA,2025-01-27T00:00:00Z,2025-01-28T00:00:00Z,FALSE,NA,217898,1000,rv,NA,rv,FALSE,2025-04-28 19:22:46 UTC,2025-04-28 19:22:46 UTC,NA,https://emersoncollegepolling.com/january-2025-national-poll-trump-starts-term-with-49-approval-41-disapproval-rating/,https://emersoncollegepolling.com/january-2025-national-poll-trump-starts-term-with-49-approval-41-disapproval-rating/,NA,https://docs.google.com/spreadsheets/d/1F5ujYZiBujIsIAKEO69tMglNXndeuMXp/edit?gid=660725363#gid=660725363,11,Donald Trump,48.5,41.2,10.3
89543,770,TIPP,,NA,NA,NA,NA,TIPP Insights,Online Opt-In Panel,NA,2025-01-29T00:00:00Z,2025-01-31T00:00:00Z,FALSE,NA,218050,1478,a,NA,a,FALSE,2025-04-28 19:23:00 UTC,2025-04-28 19:23:00 UTC,NA,https://tippinsights.com/the-art-of-the-comeback-tipp-poll-shows-trumps-strong-start-energizes-core-voters/,https://tippinsights.com/the-art-of-the-comeback-tipp-poll-shows-trumps-strong-start-energizes-core-voters/,NA,NA,11,Donald Trump,46,41,13
89533,1554,RMG Research,,Napolitan Institute,NA,NA,NA,RMG Research,Online Opt-In Panel,NA,2025-01-27T00:00:00Z,2025-01-31T00:00:00Z,FALSE,NA,217958,4000,rv,NA,rv,TRUE,2025-04-28 19:22:50 UTC,2025-04-28 19:22:50 UTC,NA,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-43-disapprove,https://napolitannews.org/posts/president-trump-job-approval-53-percent-approve-43-disapprove,NA,NA,11,Donald Trump,53,43,NA
89534,1741,ActiVote,,NA,NA,NA,NA,ActiVote,App Panel,NA,2025-01-20T00:00:00Z,2025-01-31T00:00:00Z,FALSE,NA,217959,1182,a,NA,a,FALSE,2025-04-28 19:22:50 UTC,2025-04-28 19:22:50 UTC,NA,https://www.activote.net/a-majority-approves-of-trump/,NA,NA,https://www.activote.net/a-majority-approves-of-trump/,11,Donald Trump,52,45.9,2.2
89555,1699,Fabrizio/Impact,,AARP,NA,NA,NA,"Fabrizio, Lee & Associates/Impact Research",Online Opt-In Panel/Text-to-Web,NA,2025-01-27T00:00:00Z,2025-02-01T00:00:00Z,FALSE,NA,218158,3000,rv,NA,rv,FALSE,2025-04-28 19:23:03 UTC,2025-04-28 19:23:03 UTC,NA,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/federal-tax-package-legislative-priorities.doi.10.26419-2fres.00921.001.pdf,NA,NA,https://www.aarp.org/content/dam/aarp/research/topics/voter-opinion-research/politics/federal-tax-package-legislative-priorities.doi.10.26419-2fres.00921.001.pdf,11,Donald Trump,48,47,NA
89546,370,Pew,,NA,NA,NA,NA,Pew Research Center,Probability Panel,NA,2025-01-27T00:00:00Z,2025-02-02T00:00:00Z,FALSE,NA,218060,5086,a,NA,a,FALSE,2025-04-28 19:23:01 UTC,2025-04-28 19:23:01 UTC,NA,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,https://www.pewresearch.org/politics/2025/02/07/public-anticipates-changes-with-trump-but-is-split-over-whether-they-will-be-good-or-bad/,https://www.pewresearch.org/wp-content/uploads/sites/20/2025/02/PP_2024.7.2_views-of-trump_topline.pdf,https://docs.google.com/spreadsheets/d/1hHpgR6gayb7e3j6zAI__LJ0UQrIcuz_e0-M63c0TrWs/edit?gid=1374525747#gid=1374525747,11,Donald Trump,47,51,2
89559,1406,Navigator,,NA,NA,NA,NA,Navigator Research,Online Opt-In Panel,NA,2025-01-30T00:00:00Z,2025-02-03T00:00:00Z,FALSE,NA,218171,1000,rv,NA,rv,FALSE,2025-04-28 19:25:09 UTC,2025-04-28 19:25:09 UTC,NA,https://navigatorresearch.org/while-three-in-four-americans-see-trump-as-bringing-change-to-government-only-two-in-five-view-this-change-as-positive/,https://navigatorresearch.org/while-three-in-four-americans-see-trump-as-bringing-change-to-government-only-two-in-five-view-this-change-as-positive/,https://navigatorresearch.org/wp-content/uploads/2025/02/Navigator-Toplines-02.03.25.pdf,NA,11,Donald Trump,49,47,4
89537,1895,Quantus Insights,,TrendingPolitics,NA,NA,NA,Quantus Insights,Online Opt-In Panel,NA,2025-02-01T00:00:00Z,2025-02-03T00:00:00Z,FALSE,REP,217978,1000,rv,NA,rv,FALSE,2025-04-28 19:22:51 UTC,2025-04-28 19:22:51 UTC,NA,https://quantusinsights.org/f/february-2025-national-political-survey-–-summary-analysis,https://quantusinsights.org/f/february-2025-national-political-survey-–-summary-analysis,NA,https://drive.google.com/file/d/1kOyg6EONp-WEzOIMkO-abRzUVEcWCn5u/view,11,Donald Trump,51.9,45.3,2.8
89538,1189,Morning Consult,,NA,NA,NA,NA,Morning Consult,Online Opt-In Panel,NA,2025-01-31T00:00:00Z,2025-02-03T00:00:00Z,FALSE,NA,217979,2303,rv,NA,rv,FALSE,2025-04-28 19:22:51 UTC,2025-04-28 19:22:51 UTC,NA,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,NA,11,Donald Trump,49,47,4
89539,568,YouGov,,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-02T00:00:00Z,2025-02-04T00:00:00Z,FALSE,NA,218021,1423,rv,NA,rv,FALSE,2025-04-28 19:23:00 UTC,2025-04-28 19:23:00 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,11,Donald Trump,48,47,5
89539,568,YouGov,,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-02T00:00:00Z,2025-02-04T00:00:00Z,FALSE,NA,218020,1604,a,NA,a,FALSE,2025-04-28 19:23:00 UTC,2025-04-28 19:23:00 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_c1AfT3R.pdf,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_c1AfT3R.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,11,Donald Trump,46,44,10
89560,1347,Cygnal,,NA,NA,NA,NA,Cygnal,NA,NA,2025-02-04T00:00:00Z,2025-02-05T00:00:00Z,FALSE,NA,218172,1500,lv,NA,lv,FALSE,2025-04-28 19:23:03 UTC,2025-04-28 19:23:03 UTC,NA,https://www.cygn.al/poll-trump-winning-over-black-men-dei-skeptics-and-border-hawks-as-democrats-lose-ground/,https://www.cygn.al/poll-trump-winning-over-black-men-dei-skeptics-and-border-hawks-as-democrats-lose-ground/,NA,https://www.cygn.al/wp-content/uploads/2025/02/22874-Cygnal-National-NVT-Feb25-Deck-Public.pdf,11,Donald Trump,49.8,47.5,2.6
89561,1075,Marquette Law School,,NA,NA,NA,NA,Marquette University Law School,Probability Panel,NA,2025-01-27T00:00:00Z,2025-02-05T00:00:00Z,FALSE,NA,218173,1063,a,NA,a,FALSE,2025-04-28 19:23:03 UTC,2025-04-28 19:23:03 UTC,NA,https://law.marquette.edu/poll/2025/02/11/detailed-results-of-the-marquette-law-school-supreme-court-poll-jan-27-feb-5-2025-national-issues/,https://law.marquette.edu/poll/2025/02/11/detailed-results-of-the-marquette-law-school-supreme-court-poll-jan-27-feb-5-2025-national-issues/,https://law.marquette.edu/poll/wp-content/uploads/2025/02/MLSPSC24Toplines_NationalIssues.html,https://law.marquette.edu/poll/wp-content/uploads/2025/02/MLSPSC24Crosstabs_NationalIssues.html,11,Donald Trump,48,52,NA
89553,921,Clarity,,NA,NA,NA,NA,Clarity Campaign Labs,Online Opt-In Panel,NA,2025-01-31T00:00:00Z,2025-02-06T00:00:00Z,FALSE,NA,218114,1102,rv,NA,rv,FALSE,2025-04-28 19:23:02 UTC,2025-04-28 19:23:02 UTC,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67aa57a7976e415c4d212706/1739216809584/Clarity+Omnibus+Overview+-+Jan_Feb+2025.pdf,NA,https://static1.squarespace.com/static/61ae8d5e55be5c7314b4c83a/t/67aa57a7976e415c4d212706/1739216809584/Clarity+Omnibus+Overview+-+Jan_Feb+2025.pdf,NA,11,Donald Trump,48,43,9
89545,1554,RMG Research,,Napolitan Institute,NA,NA,NA,RMG Research,NA,NA,2025-02-03T00:00:00Z,2025-02-06T00:00:00Z,FALSE,NA,218059,3000,rv,NA,rv,TRUE,2025-04-28 19:23:01 UTC,2025-04-28 19:23:01 UTC,NA,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,NA,https://napolitannews.org/posts/president-trump-job-approval-51-percent-approve-45-disapprove,NA,11,Donald Trump,51,45,NA
89548,568,YouGov,,CBS News,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-05T00:00:00Z,2025-02-07T00:00:00Z,FALSE,NA,218083,2175,a,NA,a,FALSE,2025-04-28 19:22:50 UTC,2025-04-28 19:22:50 UTC,NA,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,https://www.cbsnews.com/news/trump-approval-opinion-poll-2025-2-9/,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/cbsnews_20250209_1.pdf,11,Donald Trump,53,47,NA
89552,1189,Morning Consult,,NA,NA,NA,NA,Morning Consult,Online Opt-In Panel,NA,2025-02-07T00:00:00Z,2025-02-09T00:00:00Z,FALSE,NA,218113,2230,rv,NA,rv,FALSE,2025-04-28 19:23:03 UTC,2025-04-28 19:23:03 UTC,NA,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,NA,11,Donald Trump,50,48,3
89554,1671,Trafalgar Group/InsiderAdvantage,,NA,NA,NA,NA,Trafalgar Group/InsiderAdvantage,IVR/Live Phone/Text/Online Opt-In Panel/Email,NA,2025-02-07T00:00:00Z,2025-02-09T00:00:00Z,FALSE,REP,218116,1321,rv,NA,rv,FALSE,2025-04-28 19:23:02 UTC,2025-04-28 19:23:02 UTC,NA,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,NA,NA,https://www.thetrafalgargroup.org/wp-content/uploads/2025/02/National-25-Trump-Approval-Full-Report-0210.pdf,11,Donald Trump,53.9,45.3,0.8
89558,568,YouGov,,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-09T00:00:00Z,2025-02-11T00:00:00Z,FALSE,NA,218166,1430,rv,NA,rv,FALSE,2025-04-28 19:23:03 UTC,2025-04-28 19:23:03 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,NA,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,11,Donald Trump,47,49,4
89599,568,YouGov,,Elon University,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-06T00:00:00Z,2025-02-11T00:00:00Z,FALSE,NA,218463,1000,a,NA,a,FALSE,2025-04-28 19:25:02 UTC,2025-04-28 19:25:02 UTC,NA,https://eloncdn.blob.core.windows.net/eu3/sites/819/2025/02/Elon-University-Poll-topline-2-25-25.pdf,NA,NA,https://eloncdn.blob.core.windows.net/eu3/sites/819/2025/02/Elon-University-Poll-topline-2-25-25.pdf,11,Donald Trump,45,41,14
89558,568,YouGov,,The Economist,NA,NA,NA,YouGov,Online Matched Sample,NA,2025-02-09T00:00:00Z,2025-02-11T00:00:00Z,FALSE,NA,218165,1595,a,NA,a,FALSE,2025-04-28 19:23:03 UTC,2025-04-28 19:23:03 UTC,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Z51qCJt.pdf,NA,https://d3nkl3psvxxpe9.cloudfront.net/documents/econtoplines_Z51qCJt.pdf,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,11,Donald Trump,46,48,6
89565,1895,Quantus Insights,,TrendingPolitics,NA,NA,NA,Quantus Insights,Online Opt-In Panel,NA,2025-02-10T00:00:00Z,2025-02-12T00:00:00Z,FALSE,REP,218241,1000,rv,NA,rv,FALSE,2025-04-28 19:23:05 UTC,2025-04-28 19:23:05 UTC,NA,https://quantusinsights.org/f/quantus-insights-latest-national-survey---february-13-2025,https://quantusinsights.org/f/quantus-insights-latest-national-survey---february-13-2025,NA,https://drive.google.com/file/d/1-pk16PtnxiN4kD3j8RAfO75MvGBdSK5c/view,11,Donald Trump,52.9,44.2,2.9
89566,1302,Echelon Insights,,NA,NA,NA,NA,Echelon Insights,Online Opt-In Panel,NA,2025-02-10T00:00:00Z,2025-02-13T00:00:00Z,FALSE,NA,218243,1010,lv,NA,lv,FALSE,2025-04-28 19:23:06 UTC,2025-04-28 19:23:06 UTC,NA,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,https://echeloninsights.com/in-the-news/feb-2025-verified-voter-omnibus-2-2/,NA,https://view.officeapps.live.com/op/view.aspx?src=https%3A%2F%2Fechelonin.wpenginepowered.com%2Fwp-content%2Fuploads%2FFebruary-2025-Voter-Omnibus-Crosstabs-External.xlsx&wdOrigin=BROWSELINK,11,Donald Trump,52,46,2
89574,1554,RMG Research,,Napolitan Institute,NA,NA,NA,RMG Research,NA,NA,2025-02-10T00:00:00Z,2025-02-14T00:00:00Z,FALSE,NA,218279,3000,rv,NA,rv,TRUE,2025-04-28 19:23:15 UTC,2025-04-28 19:23:15 UTC,NA,https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,NA,https://napolitannews.org/posts/president-trump-job-approval-55-percent-approve-43-disapprove,NA,11,Donald Trump,55,43,NA
90077,1416,HarrisX,,Deseret News,NA,NA,NA,HarrisX,Online Opt-In Panel,NA,2025-02-14T00:00:00Z,2025-02-15T00:00:00Z,FALSE,NA,219736,1009,rv,NA,rv,FALSE,2025-06-16 19:55:58 UTC,2025-06-16 19:55:58 UTC,NA,https://www.harrisx.com/content/deseret-news-harrisx-overnight-poll-executive-orders-and-immigration-february-2025,NA,NA,https://www.harrisx.com/content/deseret-news-harrisx-overnight-poll-executive-orders-and-immigration-february-2025,11,Donald Trump,52,43,5
89576,1189,Morning Consult,,NA,NA,NA,NA,Morning Consult,Online Opt-In Panel,NA,2025-02-14T00:00:00Z,2025-02-16T00:00:00Z,FALSE,NA,218302,2217,rv,NA,rv,FALSE,2025-04-28 19:24:41 UTC,2025-04-28 19:24:41 UTC,NA,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,NA,11,Donald Trump,50,47,3
89573,460,SurveyUSA,,NA,NA,NA,NA,SurveyUSA,Online Opt-In Panel,NA,2025-02-13T00:00:00Z,2025-02-16T00:00:00Z,FALSE,NA,218277,2000,a,NA,a,FALSE,2025-04-28 19:23:15 UTC,2025-04-28 19:23:15 UTC,NA,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,NA,NA,https://www.surveyusa.com/client/PollReport.aspx?g=326a263b-3dbc-4280-9c0c-95187bdbf20c,11,Donald Trump,51,45,3
89583,169,Gallup,,NA,NA,NA,NA,Gallup,Live Phone,NA,2025-02-03T00:00:00Z,2025-02-16T00:00:00Z,FALSE,NA,218376,1004,a,NA,a,FALSE,2025-04-28 19:24:48 UTC,2025-04-28 19:24:48 UTC,NA,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,https://news.gallup.com/poll/656891/trump-job-approval-rating-congress-jumps.aspx,NA,NA,11,Donald Trump,45,51,5
89596,1497,co/efficient,,NA,NA,NA,NA,co/efficient,NA,NA,2025-02-15T00:00:00Z,2025-02-17T00:00:00Z,FALSE,REP,218455,2063,lv,NA,lv,FALSE,2025-04-28 19:25:01 UTC,2025-04-28 19:25:01 UTC,NA,https://coefficient.org/doge-part-1/,https://coefficient.org/doge-part-1/,NA,NA,11,Donald Trump,48,48,4
89584,396,Quinnipiac,,NA,NA,NA,NA,Quinnipiac University,NA,NA,2025-02-13T00:00:00Z,2025-02-17T00:00:00Z,FALSE,NA,218391,1039,rv,NA,rv,FALSE,2025-04-28 19:24:49 UTC,2025-04-28 19:24:49 UTC,NA,https://poll.qu.edu/poll-release?releaseid=3919,https://poll.qu.edu/poll-release?releaseid=3919,NA,https://poll.qu.edu/images/polling/us/us02192025_urxu99.pdf,11,Donald Trump,45,49,6
89586,1866,CNN/SSRS,,NA,NA,NA,NA,CNN/SSRS,Live Phone/Probability Panel,NA,2025-02-13T00:00:00Z,2025-02-17T00:00:00Z,FALSE,NA,218401,1206,a,NA,a,FALSE,2025-04-28 19:24:49 UTC,2025-04-28 19:24:49 UTC,NA,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,NA,NA,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,11,Donald Trump,47,52,1
89586,1866,CNN/SSRS,,NA,NA,NA,NA,CNN/SSRS,Live Phone/Probability Panel,NA,2025-02-13T00:00:00Z,2025-02-17T00:00:00Z,FALSE,NA,218402,989,rv,NA,rv,FALSE,2025-04-28 19:24:50 UTC,2025-04-28 19:24:50 UTC,NA,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,NA,NA,https://s3.documentcloud.org/documents/25539589/cnn-poll-on-trumps-performance-so-far.pdf,11,Donald Trump,46,54,1
